genus	CON1	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON2	CON20	CON21	CON22	CON23	CON24	CON25	CON26	CON28	CON29	CON3	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON38	CON39	CON4	CON40	CON5	CON6	CON7	CON8	CON9	GA1	GA10	GA11	GA12	GA13	GA14	GA16	GA17	GA18	GA19	GA2	GA20	GA21	GA3	GA4	GA5	GA6	GA7	GA8	GA9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC16	NC17	NC18	NC19	NC2	NC21	NC22	NC3	NC4	NC5	NC6	NC7	NC8	NC9	qiu_HUA1	qiu_HUA10	qiu_HUA11	qiu_HUA12	qiu_HUA13	qiu_HUA14	qiu_HUA15	qiu_HUA16	qiu_HUA17	qiu_HUA18	qiu_HUA19	qiu_HUA2	qiu_HUA20	qiu_HUA21	qiu_HUA22	qiu_HUA23	qiu_HUA24	qiu_HUA25	qiu_HUA26	qiu_HUA27	qiu_HUA28	qiu_HUA29	qiu_HUA3	qiu_HUA30	qiu_HUA31	qiu_HUA32	qiu_HUA33	qiu_HUA34	qiu_HUA35	qiu_HUA36	qiu_HUA37	qiu_HUA38	qiu_HUA39	qiu_HUA4	qiu_HUA40	qiu_HUA41	qiu_HUA42	qiu_HUA43	qiu_HUA44	qiu_HUA45	qiu_HUA46	qiu_HUA47	qiu_HUA48	qiu_HUA49	qiu_HUA5	qiu_HUA50	qiu_HUA51	qiu_HUA52	qiu_HUA53	qiu_HUA54	qiu_HUA55	qiu_HUA56	qiu_HUA57	qiu_HUA58	qiu_HUA59	qiu_HUA6	qiu_HUA60	qiu_HUA61	qiu_HUA62	qiu_HUA63	qiu_HUA64	qiu_HUA65	qiu_HUA7	qiu_HUA8	qiu_HUA9	zhang_HUA1	zhang_HUA10	zhang_HUA11	zhang_HUA12	zhang_HUA13	zhang_HUA14	zhang_HUA15	zhang_HUA16	zhang_HUA17	zhang_HUA18	zhang_HUA19	zhang_HUA2	zhang_HUA20	zhang_HUA21	zhang_HUA3	zhang_HUA4	zhang_HUA5	zhang_HUA6	zhang_HUA7	zhang_HUA8	zhang_HUA9	SRR9592437	SRR9592438	SRR9592439	SRR9592440	SRR9592441	SRR9592442	SRR9592443	SRR9592444	SRR9592445	SRR9592446	SRR9592447	SRR9592448	SRR9592449	SRR9592450	SRR9592451	SRR9592452	SRR9592453	SRR9592454	SRR9592455	SRR9592456	SRR9592457	SRR9592458	SRR9592459	SRR9592460	SRR9592461	SRR9592462	SRR9592463	SRR9592464	SRR9592465	SRR9592466	SRR9592467	SRR9592468	SRR9592469	SRR9592470	SRR9592471	SRR9592472	SRR9592473	SRR9592474	SRR9592475	SRR9592476	SRR9592477	SRR9592478	SRR9592479	SRR9592481	SRR9592482	SRR9592607	SRR9592608	SRR9592609	SRR9592610	SRR9592611	SRR9592612	SRR9592613	SRR9592614	SRR9592615	SRR9592616	SRR9595012	SRR9595013	SRR9595014	SRR9595015	SRR9595016	SRR9595017	SRR9595018	SRR9595019	SRR15462451	SRR15462452	SRR15462453	SRR15462459	SRR15462470	SRR15462481	SRR15462490	SRR15462491	SRR15462492	SRR15462493	SRR15462494	SRR15462495	SRR15462496	SRR15462497	SRR15462498	SRR15462499	SRR15462500	SRR15462501	SRR15462502	SRR15462503	SRR15462504	SRR15462505	SRR15462506	SRR15462507	SRR15462508	SRR15462509	SRR15462510	SRR15462511	SRR15462512	SRR15462513	SRR15462514	SRR15462515	SRR21068189	SRR21068190	SRR21068191	SRR21068192	SRR21068193	SRR21068194	SRR21068196	SRR21068197	SRR21068198	SRR21068199	SRR21068200	SRR21068201	SRR21068202	SRR21068203	SRR21068204	SRR21068205	SRR21068207	SRR21068208	SRR21068209	SRR21068210	SRR21068211	SRR21068212	SRR21068213	SRR21068214	SRR21068215	SRR21068216	SRR21068218	SRR21068219	SRR21068220	SRR21068221	SRR21068222	SRR21068223	SRR21068224	SRR21068225	SRR21068226	SRR21068227	SRR21068228	SRR21068229	SRR21068230	SRR21068257	SRR21068258	SRR21068259	SRR21068260	SRR21068261	SRR21068262	SRR21068263	SRR21068264	SRR21068265	SRR21068266	SRR21068268	SRR21068269	SRR21068270	SRR21068271	SRR21068272	SRR21068273	SRR21068274	SRR21068275	SRR21068276	SRR21068277	SRR21068279	SRR21068280	SRR21068281	SRR21068282	SRR21068283	SRR21068284	SRR21068285	SRR21068286	SRR21068287	SRR21068288	SRR21068312	SRR21068313	SRR21068314	SRR21068315	SRR21068316	SRR21068317	SRR21068318	SRR21068319	SRR21068322	SRR21068323	SRR21068324	SRR21068325	SRR21068326	SRR21068327	SRR21068328	SRR21068329	SRR21068330	SRR21068331	SRR21068333	SRR21068334	SRR21068335	SRR21068336	SRR21068337	SRR21068338	SRR21068339	SRR21068340	SRR21068341	SRR21068342	SRR21068344	SRR21068345	SRR21068346	SRR21068347	SRR21068348	SRR21068349	SRR21068350	SRR21068351	SRR21068352	SRR21068353
g__Colidextribacter	35	0	181	104	0	0	21	28	76	40	78	208	7	47	0	13	0	1	0	83	0	148	0	0	229	1715	0	563	0	0	0	0	0	0	82	65	21	22	204	924	0	338	26	0	0	74	0	51	0	0	0	21	17	21	0	0	0	0	0	0	0	170	14	0	0	0	197	0	0	0	0	247	0	36	3	40	0	63	0	13	65	16	0	0	70	161	434	82	47	239	0	20	0	0	21	45	0	430	20	0	0	125	20	94	62	97	724	221	231	0	0	666	0	359	0	101	294	203	0	0	2046	0	36	767	421	1668	238	108	30	192	1123	0	81	112	165	156	0	94	201	13	195	5807	581	262	0	356	908	91	51	0	99	275	0	0	2842	0	172	36	94	59	167	112	78	0	0	208	40	0	125	0	163	31	0	27	0	0	0	0	4	0	0	0	21	0	24	91	0	12	0	0	0	0	0	0	0	50	0	64	16	411	82	17	0	0	0	24	0	0	0	0	0	0	0	13	65	0	0	51	21	13	0	0	0	35	253	0	7	26	0	83	31	0	0	110	29	38	0	0	11	39	0	113	54	68	53	0	0	62	0	57	0	53	0	0	0	67	19	90	51	0	0	166	167	44	253	129	253	4	83	4	208	4	208	4	63	4	54	253	253	4	78	112	167	4	4	208	208	83	208	78	4	4	208	70	82	208	112	208	4	102	4	4	4	38	83	4	4	4	4	4	4	4	4	4	4	4	4	4	5	40	36	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	192	45	5	5	5	5	62	231	184	55	90	203	57	95	49	135	58	36	76	49	49	5	5	53	99
g__Collinsella	2901	0	404	710	43	0	224	470	220	1032	39	0	534	198	159	246	0	1553	0	641	0	215	0	0	0	0	798	119	0	0	0	132	0	0	115	838	0	87	315	0	0	132	0	0	0	115	545	0	40	0	75	72	838	115	825	0	42	0	76	0	146	0	0	42	0	680	0	72	0	8	0	148	0	21	1317	0	0	0	0	0	73	0	838	155	552	115	143	132	129	0	1222	0	0	393	319	0	0	98	3477	1147	0	454	689	333	1144	3492	0	0	356	0	0	1411	0	299	0	0	2406	0	0	415	0	0	5199	839	380	0	6024	279	0	498	0	2290	0	527	1222	1526	0	0	953	0	340	4361	6855	384	3975	347	1430	193	0	273	682	111	0	0	44	344	2018	1427	68	303	0	164	1080	211	70	1150	36	0	0	0	32	29	0	0	0	0	0	0	0	42	0	0	215	0	0	0	0	1354	591	0	0	477	0	0	43	156	0	0	0	0	0	0	0	1414	838	138	126	0	503	344	152	40	115	99	0	0	798	0	0	201	0	457	0	447	121	0	225	425	49	44	125	217	8	3	29	935	0	0	36	13	19	27	0	201	4	0	0	0	0	37	50	3	8	53	12	54	17	5	49	0	0	160	1155	450	222	121	1080	24	10	1652	185	43	269	30	0	215	104	477	1354	222	0	0	183	134	1686	339	0	683	0	43	433	788	725	477	591	60	156	591	215	623	0	0	0	0	36	0	0	0	8	0	3326	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	23	2	0	0	2998	40	12	0	0	1298	330	5	0	0	0	0	0	0	0	1526	2154	74	44	0	260	476	14	27	5860	0	0	368	384	0	54	346	605	296	2348
g__Coprobacter	0	0	0	0	0	0	138	876	0	0	421	0	0	4	0	0	0	0	0	0	0	18	0	0	0	0	0	8	0	0	0	0	0	0	0	0	34	0	33	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	1004	0	0	0	0	0	0	0	0	0	0	0	0	101	33	0	0	0	48	0	4	0	0	0	0	0	462	0	0	0	3594	0	0	0	3	871	0	539	0	0	439	0	0	21	0	36	0	0	18	0	3415	3	0	0	1132	1267	12565	524	52	0	342	0	0	0	0	0	0	0	492	0	0	9	0	13	0	0	0	1666	0	45	3	105	0	0	0	36	7	0	0	0	0	13	0	0	959	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	3	0	0	0	0	0	0	19	0	276	0	0	0	0	0	0	0	0	0	85	0	145	0	180	315	65	44	0	0	58	7	7	7	1208	1175	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	959	7	7	7	959	7	7	7	7	7	7	749	7	7	7	17	17	17	17	17	17	17	17	17	17	17	17	17	894	17	17	17	17	17	17	492	17	17	17	17	17	17	17	17	17	17	17	1669	333	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17
g__Coprococcus	197	0	2551	828	0	0	197	393	33	487	1172	3	0	591	0	118	0	5015	106	0	0	1919	0	0	0	0	279	22	0	172	0	0	206	354	1029	77	5272	811	44	0	0	0	648	1555	0	0	0	67	512	0	0	2690	0	85	0	0	138	0	94	0	0	0	0	0	0	0	18	2	0	0	0	0	0	61	124	0	0	48	0	0	0	796	1722	0	2343	264	202	4912	483	586	144	361	1100	0	0	806	228	506	1654	0	0	489	395	0	2824	870	3495	0	1501	0	0	7821	0	1835	64	1022	739	187	0	156	0	23	2701	630	190	1814	722	353	448	57	0	846	1696	2064	4863	77	5620	302	610	664	371	1241	99	390	128	134	223	455	1417	141	3086	1344	232	0	0	0	718	1812	13	0	0	416	846	0	1735	3210	199	0	982	2331	0	8	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	603	0	0	0	28	0	0	0	49	0	903	972	0	2165	0	0	0	0	224	393	0	632	0	0	77	94	172	290	0	52	142	0	5	0	0	0	145	69	0	56	246	0	0	0	17	0	0	116	108	0	0	551	136	0	77	0	132	52	64	0	0	0	131	154	171	273	40	711	198	729	23	107	0	0	0	7346	0	1078	0	3373	46	0	0	434	4910	769	2331	206	130	138	24	111	78	4298	0	263	489	0	639	977	150	903	0	0	532	116	54	603	2331	0	4	49	1964	0	0	0	0	0	0	78	0	0	0	820	0	0	0	0	0	0	11	134	621	87	0	0	544	154	0	1	163	0	0	718	0	0	0	273	39	0	1	55	0	141	0	23	0	0	0	0	132	0	798	1835	1754	16	0	390	113	3751	68	726	1813	202	471	189	77	664	294	231	1280
g__Desulfovibrio	78	0	7	0	0	0	89	467	0	0	1848	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	65	0	0	84	0	0	0	0	0	0	2	174	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	360	0	0	0	6	0	0	0	0	0	43	0	0	0	583	0	0	62	4	0	0	0	0	0	0	5	0	7	0	0	92	0	0	0	3	15	53	0	0	3	65	0	51	4754	0	0	0	0	11	0	110	0	0	520	945	0	0	0	0	0	763	7	0	3	0	975	0	0	0	86	0	2943	0	0	92	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	6	0	8	0	0	0	65	0	43	0	0	0	0	0	0	0	0	0	298	0	182	0	0	0	0	0	0	496	263	0	0	0	1256	0	0	0	0	0	0	0	0	0	0	0	20	0	0	2	0	50	362	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	24	0	24	0	65	0	0	0	0	0	0	0	0	5	0	0	182	0	0	0	0	0	1848	406	48	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	12	0	0	0	0	0	1016	259	0	0	137	0	0	570	80	211	0	0	3487	0	0	0	0	414	0	0	52	180	0	0	43	0	0	0	0	0	0	0	0	0	0	0	12	0
g__Dialister	1509	5	5	4554	5	737	1516	2334	850	1262	403	5	5	5	5	1039	490	5	5	5	218	9627	301	5	126	67	4	314	4	159	36	51	4	308	4	4	4	23	4	4	313	281	4	4	4	25580	4	4	4	4	313	146	4	33	23	4	4	186	646	1361	4	244	4	899	5	5	1373	5	534	768	472	5	5	105	6991	429	5	5	5	5	4	313	19526	41	4	1798	50	396	27	4	84	4	4	4	4	0	3459	32	0	3	1162	2293	16	0	4412	22603	778	2397	0	0	0	0	2863	0	449	4988	18	52	716	8884	0	62	6	3849	4478	884	279	1072	0	1483	525	27982	0	11885	0	8	0	0	0	144	0	0	0	0	0	1325	381	0	3645	4	5953	3757	0	0	0	1477	7	3644	33	0	7	5	8	0	7	20220	0	0	0	2000	0	0	0	0	0	0	0	497	116	961	60	15	0	0	0	0	154	453	805	737	403	438	301	1180	429	91	0	0	0	0	2951	21	0	241	305	36	313	23	0	655	315	246	54	159	0	477	1379	0	106	490	256	121	111	240	412	265	197	941	120	20	0	1210	17	0	0	983	0	798	1718	0	0	0	0	0	46	0	7	0	0	0	24	0	0	0	0	14	684	0	0	0	0	1	1	778	1	1669	458	1	4554	1	1	1	1	1	1	1	1	1	1238	1	20220	1	1	74	60	34	1	17	1188	17	1	1	2334	672	1	1	1108	948	8	1224	1	16720	1	102	9535	1	805	91	1	2000	1	497	375	114	1494	211	7	1	872	0	0	0	0	0	0	0	0	272	56	684	0	2863	0	0	1480	0	26	764	89	3583	0	1328	0	0	716	370	449	9741	559	322	684	0	0	13	284	0	1117	0	2383	148	221	2293	4365	17	0	0	0	449
g__Dorea	857	232	253	226	0	0	598	1014	74	21	658	396	172	34	60	341	2362	1161	21	1700	0	486	144	96	5	822	679	6	0	526	0	0	282	0	36	1074	260	27	229	0	1199	0	188	0	0	284	0	433	49	0	0	111	1324	194	100	0	44	0	128	120	141	27	0	422	320	0	232	36	0	26	0	0	0	109	541	54	2294	0	7	972	0	386	257	1199	1049	50	188	112	129	519	100	775	0	0	124	1019	2051	492	652	0	1320	125	500	740	961	330	524	365	507	0	1892	3106	4	620	491	724	2684	3461	0	39	0	0	1169	1377	119	1296	543	268	1223	125	3442	579	372	120	2236	348	326	731	183	613	625	0	251	580	815	1188	1407	672	737	183	255	174	46	0	453	1519	1446	723	737	0	2158	501	2025	146	107	1312	816	0	127	141	323	87	226	0	736	0	0	0	178	24	0	0	243	0	0	62	59	944	116	0	15	301	0	0	33	40	0	234	432	47	18	0	0	120	100	509	392	1324	1074	217	32	39	282	188	896	158	261	46	0	166	0	941	0	244	0	68	0	356	0	51	0	10	45	96	0	336	0	0	80	45	0	0	0	102	23	45	0	23	0	49	94	15	22	0	38	0	23	0	44	0	0	60	431	0	2092	35	121	354	0	2430	601	2294	498	638	320	760	2011	418	1070	1312	0	5	243	942	72	96	369	218	572	54	243	334	458	301	399	944	0	234	760	878	178	0	1162	86	0	0	0	15	152	0	1436	218	0	60	0	29	0	59	0	0	8	0	0	29	558	0	0	340	0	183	371	478	115	55	0	22	0	0	23	167	210	0	0	0	14	0	45	654	39	1501	45	42	127	78	310	238	262	1304	142	729	1090	516	0	39	2165	740	896	3106
g__Eggerthella	0	7	0	0	17	0	0	0	0	0	0	26	32	0	0	0	102	0	0	59	0	4	0	0	12	19	0	0	2	0	7	0	0	0	0	0	0	48	0	65	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	25	2	0	2	0	0	2	0	0	0	0	0	0	36	0	0	0	5	0	0	88	0	0	0	36	0	0	93	40	10	0	0	0	0	0	0	0	9	67	0	0	109	7	13	0	16	0	5	38	8	0	81	0	24	0	0	90	0	0	178	0	135	0	10	0	8	0	14	0	0	10	0	37	7	0	0	0	24	0	17	0	0	0	7	0	11	0	0	7	0	0	0	10	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	17	60	0	0	59	0	0	0	0	0	0	0	0	0	15	22	0	0	26	0	0	0	0	0	0	0	7	0	0	0	57	50	0	0	0	0	0	92	0	0	0	0	0	28	0	0	22	0	0	0	0	0	0	0	112	0	32	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	10	0	0	0	0	0	6	0	0	0	0	0	0	0	56	13	21	0	4	0	0	0	0	0	0	0	0	0	0	56	0	94	0	30	0	0	0	0	14	0	0	39	86	0	6	112	0	0	0	0	13	0	0	11	0	0	0	0	16	0	0	0	0	0	7	0	22	0	0	53	13	0	40	0	26	0	9	16	0	135	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	86	5	0
g__Eisenbergiella	0	0	12	0	0	0	0	17	0	0	0	0	25	0	0	0	6	21	0	55	0	94	0	23	7	50	0	0	26	0	0	7	0	0	11	0	8	314	13	0	0	0	0	0	0	0	0	33	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	34	0	0	1	0	0	0	0	111	0	44	20	0	29	26	0	0	0	0	0	0	0	0	0	0	21	22	0	0	0	0	17	0	0	0	0	0	0	11	0	6	0	0	0	24	85	0	9	0	246	141	0	27	0	13	0	32	0	1	163	0	0	0	193	0	0	0	12	0	0	1	0	0	0	0	19	0	378	0	0	0	5	0	109	0	39	8	0	119	0	0	0	0	0	1710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	74	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	50	0	0	7	13	76	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Enterococcus	0	0	0	0	0	11	0	0	0	0	0	0	0	0	188	0	35	0	5	0	0	0	0	0	31	0	29	0	0	185	1	0	0	6	0	11	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	94	15	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	3	0	0	0	0	6	0	23	0	0	0	0	0	0	16	0	0	27	0	0	0	0	64	0	0	0	0	13	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	70	13	0	0	0	0	309	313	43	0	0	25	0	0	144	0	0	0	0	0	0	39	149	137	0	0	0	33	198	42	37	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	17	0	0	19	0	234	0	0	0	0	0	0	0	21	0	13	20	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	25	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	25	0	87	0	0	0	31	0	0	0	0	0	0	0	0	0	11	25	0	0	0	0	0	0	244	0	0	0	0	10	52	0	286	42	0	0	0	0	0	0	8	0	27	12
g__Erysipelatoclostridium	0	0	0	0	0	164	0	0	0	4	0	30	18	0	4	9	34	0	0	0	51	0	0	38	0	17	9	0	70	3	0	0	0	0	0	0	0	0	0	7	0	11	0	0	269	21	0	0	43	70	65	0	0	0	0	55	0	20	0	0	0	0	0	0	23	0	0	0	684	0	38	23	8	0	0	10	0	0	0	0	0	30	0	5	0	0	0	0	18	0	0	0	68	136	0	0	419	4	0	10	226	0	6	0	0	0	8	17	0	31	13	63	251	0	12	11	0	0	129	0	125	0	0	0	0	128	0	0	0	0	55	0	0	0	38	48	543	15	0	0	0	0	20	5	0	0	0	0	19	0	0	0	56	0	24	0	0	0	0	4622	34	29	0	37	0	20	0	0	0	0	0	0	0	0	0	0	517	39	0	0	0	61	0	0	0	0	0	29	30	507	0	0	10	12	0	8	0	0	0	0	0	0	7	19	21	0	0	6	13	0	0	0	0	0	0	70	0	0	44	0	0	0	63	0	0	39	0	0	40	0	0	7	0	1028	0	0	22	0	46	0	80	0	38	0	0	0	8	36	0	0	0	0	0	4	0	5	0	0	0	0	0	4	4	4	4	4	4	4	4	37	4	4	4	4	4	4	4	4	4	4	4	4	4	4	46	4	4	39	4	4	4	4	4	4	4	4	4	4	4	4	164	4	4	4	4	61	4	4	4	4	4	4	4	684	4	4	4	37	4	4	4	4	2888	4	238	4	125	4	4	4	4	4	4	4	4	4	4	83	4	83	4	128	4	543	4	384	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	45	4	4	4
g__Erysipelotrichaceae_UCG-003	147	232	0	181	117	0	0	0	96	2364	203	8	394	18	0	0	0	4883	248	2580	0	62	1266	606	137	0	33	34	0	497	22	340	33	0	33	93	0	1516	562	0	816	0	340	0	0	2167	1148	0	0	0	0	17	0	0	0	0	10	0	0	4	0	22	33	203	4577	457	0	19	0	2785	0	62	5	0	0	0	106	0	0	229	0	0	68	0	899	536	1307	296	40	33	0	22	0	0	0	440	0	1007	4238	0	0	130	2939	2329	710	260	538	5942	260	0	1042	827	0	1913	1300	808	797	4536	3	119	0	379	1003	1585	195	3006	1446	323	4187	303	3472	1406	2193	50	2956	3	0	37	409	355	323	1152	0	200	28	72	0	168	542	3254	17	42	0	0	0	267	1264	3056	40	3	2580	0	6	955	0	101	149	0	49	0	0	0	0	0	134	0	0	0	41	0	3401	135	1058	0	0	0	289	349	0	0	0	0	0	0	13	0	0	74	60	0	17	89	104	1434	1721	33	340	497	2849	505	0	0	137	107	428	7	34	0	0	31	0	195	0	141	0	0	248	93	0	72	0	0	13	0	0	167	0	0	0	9	0	0	0	31	13	92	0	0	15	69	21	65	23	0	37	33	9	24	0	0	51	1	1	1	1	1	84	1	1	131	1	628	1	244	848	73	1	195	1	1	1	1	310	40	1045	101	1	2580	248	1	1	1	1	1	23	955	1	1	50	23	1	1	3328	2580	1	1	248	2816	5634	468	1938	1	1487	1	665	2575	64	74	200	323	1	1	1	1418	1	93	1	132	2459	3399	339	132	797	17	32	542	274	1	1079	4225	93	1	4772	21	262	493	649	1	68	379	1	226	32	1	1	804	1	48	1	1	1	188	1	17	1	166	1	1
g__Faecalibacterium	8779	15403	1671	4575	22	0	1102	1295	268	23385	4286	1383	9453	926	0	4862	191	11843	198	7301	0	3390	1912	1647	4490	3344	2835	36	17179	44792	0	212	11195	893	37987	55	4873	4439	8912	212	893	0	2101	285	0	0	40	38	690	4983	0	510	40	0	10596	35	3596	0	127	35	40	604	13708	2484	11638	200	137	1472	16558	1689	1333	624	0	234	1622	264	374	3	49	305	0	5092	43440	604	12671	3361	3599	3755	3526	31216	4736	2919	0	441	9	48219	16682	19526	39055	72	4	7607	10003	487	44896	16877	35630	39006	25998	0	2005	22639	38	7867	40505	35832	33368	20694	14	30696	70537	49500	53315	58286	2354	14720	27370	13859	16877	8524	13077	21956	75998	15913	13389	1118	29783	9208	20999	18714	5995	10836	690	3535	1142	21457	3531	8687	14609	3445	13859	5013	10	10	11644	3735	16558	14429	9942	8611	10227	13041	11404	155	23385	5066	454	212	9215	1344	832	189	2418	1625	0	136	0	3530	300	0	282	1718	1412	40	1090	16584	198	1322	143	220	58	1562	0	0	7	220	0	4490	3822	3092	2101	2099	893	40	35	3673	3771	0	2589	3415	0	84	3076	604	322	0	212	4873	0	55	710	1756	0	2987	0	265	1647	3507	15	1402	198	355	263	1445	373	745	0	330	1034	957	612	1517	3637	306	2470	2936	0	21	130	3067	1989	2468	656	435	1742	1832	739	853	1689	0	1736	3914	125	820	443	23385	12222	1562	19984	9103	11404	4490	16584	11404	231	23385	13041	11404	23385	0	11404	1268	2663	0	9	4426	16584	194	14812	48	6458	1791	23385	1471	7629	16584	10556	245	0	10064	355	347	7878	8854	734	4584	10227	6966	1043	4913	0	4557	11404	294	3620	16584	13041	13041	3638	15355	714	0	6990	2884	0	3736	0	9908	632	3533	2677	672	1736	1186	4718	276	1603	6112	441	763	786	4172	501	120	2468	0	3278	1787	10	854	2411	3027	163	3722	358	0	1009	0	5167	13480	42	3047	5520	1912	30	10	58	2141
g__Faecalitalea	0	0	0	103	0	0	0	0	3	0	0	0	0	48	15	0	15	0	0	21	393	0	32	155	0	28	197	0	11	0	50	90	0	0	0	23	0	155	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	8	0	0	17	0	0	15	0	0	0	0	14	0	0	30	322	0	0	0	0	94	0	0	14	0	0	20	0	0	5	0	159	0	25	0	0	34	0	0	0	0	0	0	0	0	0	0	190	0	7	0	0	0	0	11	0	0	0	240	0	20	0	28	5	69	15	5	29	31	7	0	7	49	0	8	5	0	0	12	8	0	13	11	19	298	0	0	0	0	0	0	0	0	14	0	38	0	0	0	0	0	19	0	8	7	0	0	21	0	6	3	0	0	0	0	0	0	0	159	0	0	0	23	95	0	10	0	0	0	17	0	0	0	247	24	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	144	211	72	0	0	0	17	0	0	0	17	190	0	0	14	68	0	0	12	0	0	16	26	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	60	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	12	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	393	8	8	8	8	8	8	8	160	8	8	8	8	8	8	8	8	8	8	8	8	215	8	8	8	8	8	8	8	247	8	8	8	8	8	8	8	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	243	4	4	4	4	4	4	4	4	54
